dia,AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO
20,474,1.457,548,3.193,3.044,3.992,1.218,2.341,1.295,2.840,2.238,1.498,266,3.993,3.993,1.215,1.215,1.526,3.993,1.656,784,458,1.456,812,1.247,3.992,326
20,474,1.457,548,3.193,3.044,3.993,1.218,2.341,1.295,2.840,2.238,1.498,266,3.994,3.994,1.215,1.215,1.526,3.994,1.656,784,458,1.456,812,1.247,3.993,326
20,474,1.457,548,3.193,3.044,3.994,1.218,2.341,1.295,2.840,2.238,1.498,266,3.995,3.995,1.215,1.215,1.526,3.995,1.656,784,458,1.456,812,1.247,3.994,326
20,474,1.457,548,3.193,3.044,3.995,1.218,2.341,1.295,2.840,2.238,1.498,266,3.996,3.996,1.215,1.215,1.526,3.996,1.656,784,458,1.456,812,1.247,3.995,326
20,474,1.457,548,3.193,3.044,3.996,1.218,2.341,1.295,2.840,2.238,1.498,266,3.997,3.997,1.215,1.215,1.526,3.997,1.656,784,458,1.456,812,1.247,3.996,326
20,474,1.457,548,3.193,3.044,3.997,1.218,2.341,1.295,2.840,2.238,1.498,266,3.998,3.998,1.215,1.215,1.526,3.998,1.656,784,458,1.456,812,1.247,3.997,326
20,474,1.457,548,3.193,3.044,3.998,1.218,2.341,1.295,2.840,2.238,1.498,266,3.999,3.999,1.215,1.215,1.526,3.999,1.656,784,458,1.456,812,1.247,3.998,326
20,474,1.457,548,3.193,3.044,3.999,1.218,2.341,1.295,2.840,2.238,1.498,266,4.000,4.000,1.215,1.215,1.526,4.000,1.656,784,458,1.456,812,1.247,3.999,326
20,474,1.457,548,3.193,3.044,4.000,1.218,2.341,1.295,2.840,2.238,1.498,266,4.001,4.001,1.215,1.215,1.526,4.001,1.656,784,458,1.456,812,1.247,4.000,326
20,474,1.457,548,3.193,3.044,4.001,1.218,2.341,1.295,2.840,2.238,1.498,266,4.002,4.002,1.215,1.215,1.526,4.002,1.656,784,458,1.456,812,1.247,4.001,326
20,474,1.457,548,3.193,3.044,4.002,1.218,2.341,1.295,2.840,2.238,1.498,266,4.003,4.003,1.215,1.215,1.526,4.003,1.656,784,458,1.456,812,1.247,4.002,326
20,474,1.457,548,3.193,3.044,4.003,1.218,2.341,1.295,2.840,2.238,1.498,266,4.004,4.004,1.215,1.215,1.526,4.004,1.656,784,458,1.456,812,1.247,4.003,326
20,474,1.457,548,3.193,3.044,4.004,1.218,2.341,1.295,2.840,2.238,1.498,266,4.005,4.005,1.215,1.215,1.526,4.005,1.656,784,458,1.456,812,1.247,4.004,326
20,474,1.457,548,3.193,3.044,4.005,1.218,2.341,1.295,2.840,2.238,1.498,266,4.006,4.006,1.215,1.215,1.526,4.006,1.656,784,458,1.456,812,1.247,4.005,326
20,474,1.457,548,3.193,3.044,4.006,1.218,2.341,1.295,2.840,2.238,1.498,266,4.007,4.007,1.215,1.215,1.526,4.007,1.656,784,458,1.456,812,1.247,4.006,326
20,474,1.457,548,3.193,3.044,4.007,1.218,2.341,1.295,2.840,2.238,1.498,266,4.008,4.008,1.215,1.215,1.526,4.008,1.656,784,458,1.456,812,1.247,4.007,326
20,474,1.457,548,3.193,3.044,4.008,1.218,2.341,1.295,2.840,2.238,1.498,266,4.009,4.009,1.215,1.215,1.526,4.009,1.656,784,458,1.456,812,1.247,4.008,326
20,474,1.457,548,3.193,3.044,4.009,1.218,2.341,1.295,2.840,2.238,1.498,266,4.010,4.010,1.215,1.215,1.526,4.010,1.656,784,458,1.456,812,1.247,4.009,326
20,474,1.457,548,3.193,3.044,4.010,1.218,2.341,1.295,2.840,2.238,1.498,266,4.011,4.011,1.215,1.215,1.526,4.011,1.656,784,458,1.456,812,1.247,4.010,326
20,474,1.457,548,3.193,3.044,4.011,1.218,2.341,1.295,2.840,2.238,1.498,266,4.012,4.012,1.215,1.215,1.526,4.012,1.656,784,458,1.456,812,1.247,4.011,326
20,474,1.457,548,3.193,3.044,4.012,1.218,2.341,1.295,2.840,2.238,1.498,266,4.013,4.013,1.215,1.215,1.526,4.013,1.656,784,458,1.456,812,1.247,4.012,326
20,474,1.457,548,3.193,3.044,4.013,1.218,2.341,1.295,2.840,2.238,1.498,266,4.014,4.014,1.215,1.215,1.526,4.014,1.656,784,458,1.456,812,1.247,4.013,326
20,474,1.457,548,3.193,3.044,4.014,1.218,2.341,1.295,2.840,2.238,1.498,266,4.015,4.015,1.215,1.215,1.526,4.015,1.656,784,458,1.456,812,1.247,4.014,326
20,474,1.457,548,3.193,3.044,4.015,1.218,2.341,1.295,2.840,2.238,1.498,266,4.016,4.016,1.215,1.215,1.526,4.016,1.656,784,458,1.456,812,1.247,4.015,326
20,474,1.457,548,3.193,3.044,4.016,1.218,2.341,1.295,2.840,2.238,1.498,266,4.017,4.017,1.215,1.215,1.526,4.017,1.656,784,458,1.456,812,1.247,4.016,326
20,474,1.457,548,3.193,3.044,4.017,1.218,2.341,1.295,2.840,2.238,1.498,266,4.018,4.018,1.215,1.215,1.526,4.018,1.656,784,458,1.456,812,1.247,4.017,326
20,474,1.457,548,3.193,3.044,4.018,1.218,2.341,1.295,2.840,2.238,1.498,266,4.019,4.019,1.215,1.215,1.526,4.019,1.656,784,458,1.456,812,1.247,4.018,326
20,474,1.457,548,3.193,3.044,4.019,1.218,2.341,1.295,2.840,2.238,1.498,266,4.020,4.020,1.215,1.215,1.526,4.020,1.656,784,458,1.456,812,1.247,4.019,326
20,474,1.457,548,3.193,3.044,4.020,1.218,2.341,1.295,2.840,2.238,1.498,266,4.021,4.021,1.215,1.215,1.526,4.021,1.656,784,458,1.456,812,1.247,4.020,326
20,474,1.457,548,3.193,3.044,4.021,1.218,2.341,1.295,2.840,2.238,1.498,266,4.022,4.022,1.215,1.215,1.526,4.022,1.656,784,458,1.456,812,1.247,4.021,326
20,474,1.457,548,3.193,3.044,4.022,1.218,2.341,1.295,2.840,2.238,1.498,266,4.023,4.023,1.215,1.215,1.526,4.023,1.656,784,458,1.456,812,1.247,4.022,326
20,474,1.457,548,3.193,3.044,4.023,1.218,2.341,1.295,2.840,2.238,1.498,266,4.024,4.024,1.215,1.215,1.526,4.024,1.656,784,458,1.456,812,1.247,4.023,326
20,474,1.457,548,3.193,3.044,4.024,1.218,2.341,1.295,2.840,2.238,1.498,266,4.025,4.025,1.215,1.215,1.526,4.025,1.656,784,458,1.456,812,1.247,4.024,326
20,474,1.457,548,3.193,3.044,4.025,1.218,2.341,1.295,2.840,2.238,1.498,266,4.026,4.026,1.215,1.215,1.526,4.026,1.656,784,458,1.456,812,1.247,4.025,326
20,474,1.457,548,3.193,3.044,4.026,1.218,2.341,1.295,2.840,2.238,1.498,266,4.027,4.027,1.215,1.215,1.526,4.027,1.656,784,458,1.456,812,1.247,4.026,326
20,474,1.457,548,3.193,3.044,4.027,1.218,2.341,1.295,2.840,2.238,1.498,266,4.028,4.028,1.215,1.215,1.526,4.028,1.656,784,458,1.456,812,1.247,4.027,326
20,474,1.457,548,3.193,3.044,4.028,1.218,2.341,1.295,2.840,2.238,1.498,266,4.029,4.029,1.215,1.215,1.526,4.029,1.656,784,458,1.456,812,1.247,4.028,326
20,474,1.457,548,3.193,3.044,4.029,1.218,2.341,1.295,2.840,2.238,1.498,266,4.030,4.030,1.215,1.215,1.526,4.030,1.656,784,458,1.456,812,1.247,4.029,326
20,474,1.457,548,3.193,3.044,4.030,1.218,2.341,1.295,2.840,2.238,1.498,266,4.031,4.031,1.215,1.215,1.526,4.031,1.656,784,458,1.456,812,1.247,4.030,326
20,474,1.457,548,3.193,3.044,4.031,1.218,2.341,1.295,2.840,2.238,1.498,266,4.032,4.032,1.215,1.215,1.526,4.032,1.656,784,458,1.456,812,1.247,4.031,326
20,474,1.457,548,3.193,3.044,4.032,1.218,2.341,1.295,2.840,2.238,1.498,266,4.033,4.033,1.215,1.215,1.526,4.033,1.656,784,458,1.456,812,1.247,4.032,326
20,474,1.457,548,3.193,3.044,4.033,1.218,2.341,1.295,2.840,2.238,1.498,266,4.034,4.034,1.215,1.215,1.526,4.034,1.656,784,458,1.456,812,1.247,4.033,326
20,474,1.457,548,3.193,3.044,4.034,1.218,2.341,1.295,2.840,2.238,1.498,266,4.035,4.035,1.215,1.215,1.526,4.035,1.656,784,458,1.456,812,1.247,4.034,326
20,474,1.457,548,3.193,3.044,4.035,1.218,2.341,1.295,2.840,2.238,1.498,266,4.036,4.036,1.215,1.215,1.526,4.036,1.656,784,458,1.456,812,1.247,4.035,326
20,474,1.457,548,3.193,3.044,4.036,1.218,2.341,1.295,2.840,2.238,1.498,266,4.037,4.037,1.215,1.215,1.526,4.037,1.656,784,458,1.456,812,1.247,4.036,326
20,474,1.457,548,3.193,3.044,4.037,1.218,2.341,1.295,2.840,2.238,1.498,266,4.038,4.038,1.215,1.215,1.526,4.038,1.656,784,458,1.456,812,1.247,4.037,326
20,474,1.457,548,3.193,3.044,4.038,1.218,2.341,1.295,2.840,2.238,1.498,266,4.039,4.039,1.215,1.215,1.526,4.039,1.656,784,458,1.456,812,1.247,4.038,326
20,474,1.457,548,3.193,3.044,4.039,1.218,2.341,1.295,2.840,2.238,1.498,266,4.040,4.040,1.215,1.215,1.526,4.040,1.656,784,458,1.456,812,1.247,4.039,326
20,474,1.457,548,3.193,3.044,4.040,1.218,2.341,1.295,2.840,2.238,1.498,266,4.041,4.041,1.215,1.215,1.526,4.041,1.656,784,458,1.456,812,1.247,4.040,326
20,474,1.457,548,3.193,3.044,4.041,1.218,2.341,1.295,2.840,2.238,1.498,266,4.042,4.042,1.215,1.215,1.526,4.042,1.656,784,458,1.456,812,1.247,4.041,326
20,474,1.457,548,3.193,3.044,4.042,1.218,2.341,1.295,2.840,2.238,1.498,266,4.043,4.043,1.215,1.215,1.526,4.043,1.656,784,458,1.456,812,1.247,4.042,326
20,474,1.457,548,3.193,3.044,4.043,1.218,2.341,1.295,2.840,2.238,1.498,266,4.044,4.044,1.215,1.215,1.526,4.044,1.656,784,458,1.456,812,1.247,4.043,326
20,474,1.457,548,3.193,3.044,4.044,1.218,2.341,1.295,2.840,2.238,1.498,266,4.045,4.045,1.215,1.215,1.526,4.045,1.656,784,458,1.456,812,1.247,4.044,326
20,474,1.457,548,3.193,3.044,4.045,1.218,2.341,1.295,2.840,2.238,1.498,266,4.046,4.046,1.215,1.215,1.526,4.046,1.656,784,458,1.456,812,1.247,4.045,326
20,474,1.457,548,3.193,3.044,4.046,1.218,2.341,1.295,2.840,2.238,1.498,266,4.047,4.047,1.215,1.215,1.526,4.047,1.656,784,458,1.456,812,1.247,4.046,326
20,474,1.457,548,3.193,3.044,4.047,1.218,2.341,1.295,2.840,2.238,1.498,266,4.048,4.048,1.215,1.215,1.526,4.048,1.656,784,458,1.456,812,1.247,4.047,326
20,474,1.457,548,3.193,3.044,4.048,1.218,2.341,1.295,2.840,2.238,1.498,266,4.049,4.049,1.215,1.215,1.526,4.049,1.656,784,458,1.456,812,1.247,4.048,326
20,474,1.457,548,3.193,3.044,4.049,1.218,2.341,1.295,2.840,2.238,1.498,266,4.050,4.050,1.215,1.215,1.526,4.050,1.656,784,458,1.456,812,1.247,4.049,326
20,474,1.457,548,3.193,3.044,4.050,1.218,2.341,1.295,2.840,2.238,1.498,266,4.051,4.051,1.215,1.215,1.526,4.051,1.656,784,458,1.456,812,1.247,4.050,326
20,474,1.457,548,3.193,3.044,4.051,1.218,2.341,1.295,2.840,2.238,1.498,266,4.052,4.052,1.215,1.215,1.526,4.052,1.656,784,458,1.456,812,1.247,4.051,326
20,474,1.457,548,3.193,3.044,4.052,1.218,2.341,1.295,2.840,2.238,1.498,266,4.053,4.053,1.215,1.215,1.526,4.053,1.656,784,458,1.456,812,1.247,4.052,326
20,474,1.457,548,3.193,3.044,4.053,1.218,2.341,1.295,2.840,2.238,1.498,266,4.054,4.054,1.215,1.215,1.526,4.054,1.656,784,458,1.456,812,1.247,4.053,326
20,474,1.457,548,3.193,3.044,4.054,1.218,2.341,1.295,2.840,2.238,1.498,266,4.055,4.055,1.215,1.215,1.526,4.055,1.656,784,458,1.456,812,1.247,4.054,326
20,474,1.457,548,3.193,3.044,4.055,1.218,2.341,1.295,2.840,2.238,1.498,266,4.056,4.056,1.215,1.215,1.526,4.056,1.656,784,458,1.456,812,1.247,4.055,326
20,474,1.457,548,3.193,3.044,4.056,1.218,2.341,1.295,2.840,2.238,1.498,266,4.057,4.057,1.215,1.215,1.526,4.057,1.656,784,458,1.456,812,1.247,4.056,326
20,474,1.457,548,3.193,3.044,4.057,1.218,2.341,1.295,2.840,2.238,1.498,266,4.058,4.058,1.215,1.215,1.526,4.058,1.656,784,458,1.456,812,1.247,4.057,326
20,474,1.457,548,3.193,3.044,4.058,1.218,2.341,1.295,2.840,2.238,1.498,266,4.059,4.059,1.215,1.215,1.526,4.059,1.656,784,458,1.456,812,1.247,4.058,326
20,474,1.457,548,3.193,3.044,4.059,1.218,2.341,1.295,2.840,2.238,1.498,266,4.060,4.060,1.215,1.215,1.526,4.060,1.656,784,458,1.456,812,1.247,4.059,326
20,474,1.457,548,3.193,3.044,4.060,1.218,2.341,1.295,2.840,2.238,1.498,266,4.061,4.061,1.215,1.215,1.526,4.061,1.656,784,458,1.456,812,1.247,4.060,326
20,474,1.457,548,3.193,3.044,4.061,1.218,2.341,1.295,2.840,2.238,1.498,266,4.062,4.062,1.215,1.215,1.526,4.062,1.656,784,458,1.456,812,1.247,4.061,326
20,474,1.457,548,3.193,3.044,4.062,1.218,2.341,1.295,2.840,2.238,1.498,266,4.063,4.063,1.215,1.215,1.526,4.063,1.656,784,458,1.456,812,1.247,4.062,326
20,474,1.457,548,3.193,3.044,4.063,1.218,2.341,1.295,2.840,2.238,1.498,266,4.064,4.064,1.215,1.215,1.526,4.064,1.656,784,458,1.456,812,1.247,4.063,326
20,474,1.457,548,3.193,3.044,4.064,1.218,2.341,1.295,2.840,2.238,1.498,266,4.065,4.065,1.215,1.215,1.526,4.065,1.656,784,458,1.456,812,1.247,4.064,326
20,474,1.457,548,3.193,3.044,4.065,1.218,2.341,1.295,2.840,2.238,1.498,266,4.066,4.066,1.215,1.215,1.526,4.066,1.656,784,458,1.456,812,1.247,4.065,326
20,474,1.457,548,3.193,3.044,4.066,1.218,2.341,1.295,2.840,2.238,1.498,266,4.067,4.067,1.215,1.215,1.526,4.067,1.656,784,458,1.456,812,1.247,4.066,326
20,474,1.457,548,3.193,3.044,4.067,1.218,2.341,1.295,2.840,2.238,1.498,266,4.068,4.068,1.215,1.215,1.526,4.068,1.656,784,458,1.456,812,1.247,4.067,326
20,474,1.457,548,3.193,3.044,4.068,1.218,2.341,1.295,2.840,2.238,1.498,266,4.069,4.069,1.215,1.215,1.526,4.069,1.656,784,458,1.456,812,1.247,4.068,326
20,474,1.457,548,3.193,3.044,4.069,1.218,2.341,1.295,2.840,2.238,1.498,266,4.070,4.070,1.215,1.215,1.526,4.070,1.656,784,458,1.456,812,1.247,4.069,326
20,474,1.457,548,3.193,3.044,4.070,1.218,2.341,1.295,2.840,2.238,1.498,266,4.071,4.071,1.215,1.215,1.526,4.071,1.656,784,458,1.456,812,1.247,4.070,326
20,474,1.457,548,3.193,3.044,4.071,1.218,2.341,1.295,2.840,2.238,1.498,266,4.072,4.072,1.215,1.215,1.526,4.072,1.656,784,458,1.456,812,1.247,4.071,326
20,474,1.457,548,3.193,3.044,4.072,1.218,2.341,1.295,2.840,2.238,1.498,266,4.073,4.073,1.215,1.215,1.526,4.073,1.656,784,458,1.456,812,1.247,4.072,326
20,474,1.457,548,3.193,3.044,4.073,1.218,2.341,1.295,2.840,2.238,1.498,266,4.074,4.074,1.215,1.215,1.526,4.074,1.656,784,458,1.456,812,1.247,4.073,326
20,474,1.457,548,3.193,3.044,4.074,1.218,2.341,1.295,2.840,2.238,1.498,266,4.075,4.075,1.215,1.215,1.526,4.075,1.656,784,458,1.456,812,1.247,4.074,326
20,474,1.457,548,3.193,3.044,4.075,1.218,2.341,1.295,2.840,2.238,1.498,266,4.076,4.076,1.215,1.215,1.526,4.076,1.656,784,458,1.456,812,1.247,4.075,326
20,474,1.457,548,3.193,3.044,4.076,1.218,2.341,1.295,2.840,2.238,1.498,266,4.077,4.077,1.215,1.215,1.526,4.077,1.656,784,458,1.456,812,1.247,4.076,326
20,474,1.457,548,3.193,3.044,4.077,1.218,2.341,1.295,2.840,2.238,1.498,266,4.078,4.078,1.215,1.215,1.526,4.078,1.656,784,458,1.456,812,1.247,4.077,326
20,474,1.457,548,3.193,3.044,4.078,1.218,2.341,1.295,2.840,2.238,1.498,266,4.079,4.079,1.215,1.215,1.526,4.079,1.656,784,458,1.456,812,1.247,4.078,326
20,474,1.457,548,3.193,3.044,4.079,1.218,2.341,1.295,2.840,2.238,1.498,266,4.080,4.080,1.215,1.215,1.526,4.080,1.656,784,458,1.456,812,1.247,4.079,326
20,474,1.457,548,3.193,3.044,4.080,1.218,2.341,1.295,2.840,2.238,1.498,266,4.081,4.081,1.215,1.215,1.526,4.081,1.656,784,458,1.456,812,1.247,4.080,326
20,474,1.457,548,3.193,3.044,4.081,1.218,2.341,1.295,2.840,2.238,1.498,266,4.082,4.082,1.215,1.215,1.526,4.082,1.656,784,458,1.456,812,1.247,4.081,326
20,474,1.457,548,3.193,3.044,4.082,1.218,2.341,1.295,2.840,2.238,1.498,266,4.083,4.083,1.215,1.215,1.526,4.083,1.656,784,458,1.456,812,1.247,4.082,326
20,474,1.457,548,3.193,3.044,4.083,1.218,2.341,1.295,2.840,2.238,1.498,266,4.084,4.084,1.215,1.215,1.526,4.084,1.656,784,458,1.456,812,1.247,4.083,326
20,474,1.457,548,3.193,3.044,4.084,1.218,2.341,1.295,2.840,2.238,1.498,266,4.085,4.085,1.215,1.215,1.526,4.085,1.656,784,458,1.456,812,1.247,4.084,326
20,474,1.457,548,3.193,3.044,4.085,1.218,2.341,1.295,2.840,2.238,1.498,266,4.086,4.086,1.215,1.215,1.526,4.086,1.656,784,458,1.456,812,1.247,4.085,326
20,474,1.457,548,3.193,3.044,4.086,1.218,2.341,1.295,2.840,2.238,1.498,266,4.087,4.087,1.215,1.215,1.526,4.087,1.656,784,458,1.456,812,1.247,4.086,326
20,474,1.457,548,3.193,3.044,4.087,1.218,2.341,1.295,2.840,2.238,1.498,266,4.088,4.088,1.215,1.215,1.526,4.088,1.656,784,458,1.456,812,1.247,4.087,326
20,474,1.457,548,3.193,3.044,4.088,1.218,2.341,1.295,2.840,2.238,1.498,266,4.089,4.089,1.215,1.215,1.526,4.089,1.656,784,458,1.456,812,1.247,4.088,326
20,474,1.457,548,3.193,3.044,4.089,1.218,2.341,1.295,2.840,2.238,1.498,266,4.090,4.090,1.215,1.215,1.526,4.090,1.656,784,458,1.456,812,1.247,4.089,326
20,474,1.457,548,3.193,3.044,4.090,1.218,2.341,1.295,2.840,2.238,1.498,266,4.091,4.091,1.215,1.215,1.526,4.091,1.656,784,458,1.456,812,1.247,4.090,326
20,474,1.457,548,3.193,3.044,4.091,1.218,2.341,1.295,2.840,2.238,1.498,266,4.092,4.092,1.215,1.215,1.526,4.092,1.656,784,458,1.456,812,1.247,4.091,326
20,474,1.457,548,3.193,3.044,4.092,1.218,2.341,1.295,2.840,2.238,1.498,266,4.093,4.093,1.215,1.215,1.526,4.093,1.656,784,458,1.456,812,1.247,4.092,326
20,474,1.457,548,3.193,3.044,4.093,1.218,2.341,1.295,2.840,2.238,1.498,266,4.094,4.094,1.215,1.215,1.526,4.094,1.656,784,458,1.456,812,1.247,4.093,326
20,474,1.457,548,3.193,3.044,4.094,1.218,2.341,1.295,2.840,2.238,1.498,266,4.095,4.095,1.215,1.215,1.526,4.095,1.656,784,458,1.456,812,1.247,4.094,326
20,474,1.457,548,3.193,3.044,4.095,1.218,2.341,1.295,2.840,2.238,1.498,266,4.096,4.096,1.215,1.215,1.526,4.096,1.656,784,458,1.456,812,1.247,4.095,326
20,474,1.457,548,3.193,3.044,4.096,1.218,2.341,1.295,2.840,2.238,1.498,266,4.097,4.097,1.215,1.215,1.526,4.097,1.656,784,458,1.456,812,1.247,4.096,326
20,474,1.457,548,3.193,3.044,4.097,1.218,2.341,1.295,2.840,2.238,1.498,266,4.098,4.098,1.215,1.215,1.526,4.098,1.656,784,458,1.456,812,1.247,4.097,326
20,474,1.457,548,3.193,3.044,4.098,1.218,2.341,1.295,2.840,2.238,1.498,266,4.099,4.099,1.215,1.215,1.526,4.099,1.656,784,458,1.456,812,1.247,4.098,326
20,474,1.457,548,3.193,3.044,4.099,1.218,2.341,1.295,2.840,2.238,1.498,266,4.100,4.100,1.215,1.215,1.526,4.100,1.656,784,458,1.456,812,1.247,4.099,326
20,474,1.457,548,3.193,3.044,4.100,1.218,2.341,1.295,2.840,2.238,1.498,266,4.101,4.101,1.215,1.215,1.526,4.101,1.656,784,458,1.456,812,1.247,4.100,326
20,474,1.457,548,3.193,3.044,4.101,1.218,2.341,1.295,2.840,2.238,1.498,266,4.102,4.102,1.215,1.215,1.526,4.102,1.656,784,458,1.456,812,1.247,4.101,326
20,474,1.457,548,3.193,3.044,4.102,1.218,2.341,1.295,2.840,2.238,1.498,266,4.103,4.103,1.215,1.215,1.526,4.103,1.656,784,458,1.456,812,1.247,4.102,326
20,474,1.457,548,3.193,3.044,4.103,1.218,2.341,1.295,2.840,2.238,1.498,266,4.104,4.104,1.215,1.215,1.526,4.104,1.656,784,458,1.456,812,1.247,4.103,326
20,474,1.457,548,3.193,3.044,4.104,1.218,2.341,1.295,2.840,2.238,1.498,266,4.105,4.105,1.215,1.215,1.526,4.105,1.656,784,458,1.456,812,1.247,4.104,326
20,474,1.457,548,3.193,3.044,4.105,1.218,2.341,1.295,2.840,2.238,1.498,266,4.106,4.106,1.215,1.215,1.526,4.106,1.656,784,458,1.456,812,1.247,4.105,326
20,474,1.457,548,3.193,3.044,4.106,1.218,2.341,1.295,2.840,2.238,1.498,266,4.107,4.107,1.215,1.215,1.526,4.107,1.656,784,458,1.456,812,1.247,4.106,326
20,474,1.457,548,3.193,3.044,4.107,1.218,2.341,1.295,2.840,2.238,1.498,266,4.108,4.108,1.215,1.215,1.526,4.108,1.656,784,458,1.456,812,1.247,4.107,326
20,474,1.457,548,3.193,3.044,4.108,1.218,2.341,1.295,2.840,2.238,1.498,266,4.109,4.109,1.215,1.215,1.526,4.109,1.656,784,458,1.456,812,1.247,4.108,326
20,474,1.457,548,3.193,3.044,4.109,1.218,2.341,1.295,2.840,2.238,1.498,266,4.110,4.110,1.215,1.215,1.526,4.110,1.656,784,458,1.456,812,1.247,4.109,326
20,474,1.457,548,3.193,3.044,4.110,1.218,2.341,1.295,2.840,2.238,1.498,266,4.111,4.111,1.215,1.215,1.526,4.111,1.656,784,458,1.456,812,1.247,4.110,326
20,474,1.457,548,3.193,3.044,4.111,1.218,2.341,1.295,2.840,2.238,1.498,266,4.112,4.112,1.215,1.215,1.526,4.112,1.656,784,458,1.456,812,1.247,4.111,326
20,474,1.457,548,3.193,3.044,4.112,1.218,2.341,1.295,2.840,2.238,1.498,266,4.113,4.113,1.215,1.215,1.526,4.113,1.656,784,458,1.456,812,1.247,4.112,326
20,474,1.457,548,3.193,3.044,4.113,1.218,2.341,1.295,2.840,2.238,1.498,266,4.114,4.114,1.215,1.215,1.526,4.114,1.656,784,458,1.456,812,1.247,4.113,326
20,474,1.457,548,3.193,3.044,4.114,1.218,2.341,1.295,2.840,2.238,1.498,266,4.115,4.115,1.215,1.215,1.526,4.115,1.656,784,458,1.456,812,1.247,4.114,326
20,474,1.457,548,3.193,3.044,4.115,1.218,2.341,1.295,2.840,2.238,1.498,266,4.116,4.116,1.215,1.215,1.526,4.116,1.656,784,458,1.456,812,1.247,4.115,326
20,474,1.457,548,3.193,3.044,4.116,1.218,2.341,1.295,2.840,2.238,1.498,266,4.117,4.117,1.215,1.215,1.526,4.117,1.656,784,458,1.456,812,1.247,4.116,326
20,474,1.457,548,3.193,3.044,4.117,1.218,2.341,1.295,2.840,2.238,1.498,266,4.118,4.118,1.215,1.215,1.526,4.118,1.656,784,458,1.456,812,1.247,4.117,326
20,474,1.457,548,3.193,3.044,4.118,1.218,2.341,1.295,2.840,2.238,1.498,266,4.119,4.119,1.215,1.215,1.526,4.119,1.656,784,458,1.456,812,1.247,4.118,326
20,474,1.457,548,3.193,3.044,4.119,1.218,2.341,1.295,2.840,2.238,1.498,266,4.120,4.120,1.215,1.215,1.526,4.120,1.656,784,458,1.456,812,1.247,4.119,326
20,474,1.457,548,3.193,3.044,4.120,1.218,2.341,1.295,2.840,2.238,1.498,266,4.121,4.121,1.215,1.215,1.526,4.121,1.656,784,458,1.456,812,1.247,4.120,326
20,474,1.457,548,3.193,3.044,4.121,1.218,2.341,1.295,2.840,2.238,1.498,266,4.122,4.122,1.215,1.215,1.526,4.122,1.656,784,458,1.456,812,1.247,4.121,326
20,474,1.457,548,3.193,3.044,4.122,1.218,2.341,1.295,2.840,2.238,1.498,266,4.123,4.123,1.215,1.215,1.526,4.123,1.656,784,458,1.456,812,1.247,4.122,326
20,474,1.457,548,3.193,3.044,4.123,1.218,2.341,1.295,2.840,2.238,1.498,266,4.124,4.124,1.215,1.215,1.526,4.124,1.656,784,458,1.456,812,1.247,4.123,326
20,474,1.457,548,3.193,3.044,4.124,1.218,2.341,1.295,2.840,2.238,1.498,266,4.125,4.125,1.215,1.215,1.526,4.125,1.656,784,458,1.456,812,1.247,4.124,326
20,474,1.457,548,3.193,3.044,4.125,1.218,2.341,1.295,2.840,2.238,1.498,266,4.126,4.126,1.215,1.215,1.526,4.126,1.656,784,458,1.456,812,1.247,4.125,326
20,474,1.457,548,3.193,3.044,4.126,1.218,2.341,1.295,2.840,2.238,1.498,266,4.127,4.127,1.215,1.215,1.526,4.127,1.656,784,458,1.456,812,1.247,4.126,326
20,474,1.457,548,3.193,3.044,4.127,1.218,2.341,1.295,2.840,2.238,1.498,266,4.128,4.128,1.215,1.215,1.526,4.128,1.656,784,458,1.456,812,1.247,4.127,326
20,474,1.457,548,3.193,3.044,4.128,1.218,2.341,1.295,2.840,2.238,1.498,266,4.129,4.129,1.215,1.215,1.526,4.129,1.656,784,458,1.456,812,1.247,4.128,326
20,474,1.457,548,3.193,3.044,4.129,1.218,2.341,1.295,2.840,2.238,1.498,266,4.130,4.130,1.215,1.215,1.526,4.130,1.656,784,458,1.456,812,1.247,4.129,326
20,474,1.457,548,3.193,3.044,4.130,1.218,2.341,1.295,2.840,2.238,1.498,266,4.131,4.131,1.215,1.215,1.526,4.131,1.656,784,458,1.456,812,1.247,4.130,326
20,474,1.457,548,3.193,3.044,4.131,1.218,2.341,1.295,2.840,2.238,1.498,266,4.132,4.132,1.215,1.215,1.526,4.132,1.656,784,458,1.456,812,1.247,4.131,326
20,474,1.457,548,3.193,3.044,4.132,1.218,2.341,1.295,2.840,2.238,1.498,266,4.133,4.133,1.215,1.215,1.526,4.133,1.656,784,458,1.456,812,1.247,4.132,326
20,474,1.457,548,3.193,3.044,4.133,1.218,2.341,1.295,2.840,2.238,1.498,266,4.134,4.134,1.215,1.215,1.526,4.134,1.656,784,458,1.456,812,1.247,4.133,326
20,474,1.457,548,3.193,3.044,4.134,1.218,2.341,1.295,2.840,2.238,1.498,266,4.135,4.135,1.215,1.215,1.526,4.135,1.656,784,458,1.456,812,1.247,4.134,326
20,474,1.457,548,3.193,3.044,4.135,1.218,2.341,1.295,2.840,2.238,1.498,266,4.136,4.136,1.215,1.215,1.526,4.136,1.656,784,458,1.456,812,1.247,4.135,326
